Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,Day_Perc_Change,Trend,Rolling_14,upper_bollinger,lower_bollinger
137.26,138.21,138.71,137.24,21.19M,21190000.0,8,2019,-0.011023848980474149,Slight or No change,137.1635714285715,171.9274827486484,102.39966010849457
138.41,137.85,138.55,136.88,24.37M,24370000.0,8,2019,0.008378260236048485,Slight or No change,137.22714285714292,171.99105417721984,102.46323153706601
136.13,134.88,136.46,134.72,25.03M,25030000.0,8,2019,-0.016472798208222006,Slight or No change,137.01500000000007,171.778911320077,102.25108867992316
133.68,134.39,134.58,132.25,28.13M,28130000.0,8,2019,-0.017997502387423703,Slight or No change,136.56000000000006,171.32391132007697,101.79608867992314
133.98,136.36,136.92,133.67,32.53M,32530000.0,8,2019,0.002244165170556478,Slight or No change,136.2992857142858,171.0631970343627,101.53537439420887
138.6,136.05,138.8,135.0,25.50M,25500000.0,8,2019,0.034482758620689724,Slight or No change,136.48214285714292,171.24605417721983,101.718231537066
135.79,137.07,137.86,135.24,20.48M,20480000.0,8,2019,-0.02027417027417033,Slight or No change,136.33428571428576,171.09819703436267,101.57037439420884
137.71,138.61,139.38,136.46,23.47M,23470000.0,8,2019,0.014139480079534694,Slight or No change,136.30500000000006,171.06891132007698,101.54108867992315
138.89,136.6,138.99,135.93,27.50M,27500000.0,8,2019,0.008568731392055717,Slight or No change,136.5428571428572,171.30676846293412,101.77894582278029
135.28,133.79,135.65,131.83,33.41M,33410000.0,8,2019,-0.025991792065663374,Slight or No change,136.51000000000005,171.27391132007696,101.74608867992313
134.69,133.8,135.68,133.21,32.70M,32700000.000000004,8,2019,-0.004361324659964527,Slight or No change,136.45571428571435,171.21962560579126,101.69180296563744
132.21,133.3,133.93,130.78,42.75M,42750000.0,8,2019,-0.018412651273294167,Slight or No change,136.37142857142862,171.13533989150554,101.60751725135171
136.9,138.09,138.32,135.26,30.79M,30790000.0,8,2019,0.03547386733227431,Slight or No change,136.3085714285715,171.0724827486484,101.54466010849458
138.06,137.0,140.94,136.93,40.56M,40560000.0,8,2019,0.008473338203067948,Slight or No change,136.25642857142864,171.02033989150556,101.49251725135173
136.27,140.33,140.49,135.08,38.60M,38600000.0,7,2019,-0.012965377372156972,Slight or No change,136.18571428571434,170.94962560579125,101.42180296563743
140.35,140.14,141.22,139.8,16.85M,16850000.0,7,2019,0.02994055918397298,Slight or No change,136.32428571428576,171.08819703436268,101.56037439420885
141.03,141.5,141.51,139.37,16.61M,16610000.0,7,2019,0.004845030281439343,Slight or No change,136.67428571428576,171.43819703436267,101.91037439420884
141.34,140.37,141.68,140.3,19.04M,19040000.0,7,2019,0.0021981138764801678,Slight or No change,137.22142857142862,171.98533989150553,102.4575172513517
140.19,140.43,140.61,139.32,18.36M,18360000.0,7,2019,-0.008136408659968897,Slight or No change,137.66500000000002,172.42891132007693,102.9010886799231
140.72,138.9,140.74,138.85,20.74M,20740000.0,7,2019,0.003780583493829815,Slight or No change,137.8164285714286,172.5803398915055,103.05251725135167
139.29,139.76,139.99,138.03,18.03M,18030000.0,7,2019,-0.010162023877202995,Slight or No change,138.0664285714286,172.8303398915055,103.30251725135167
138.43,137.41,139.19,137.33,25.08M,25080000.0,7,2019,-0.006174168999928065,Slight or No change,138.11785714285716,172.88176846293408,103.35394582278025
136.62,140.22,140.67,136.45,48.99M,48990000.0,7,2019,-0.013075200462327574,Slight or No change,137.9557142857143,172.7196256057912,103.19180296563738
136.42,135.55,136.62,134.67,30.81M,30810000.0,7,2019,-0.001463914507392916,Slight or No change,138.03714285714287,172.80105417721978,103.27323153706595
136.27,137.7,137.93,136.22,20.21M,20210000.0,7,2019,-0.0010995455211844083,Slight or No change,138.15000000000003,172.91391132007695,103.38608867992312
137.08,138.96,139.05,136.52,22.73M,22730000.0,7,2019,0.005944081602700546,Slight or No change,138.49785714285716,173.26176846293407,103.73394582278024
138.9,139.44,139.54,138.46,16.65M,16649999.999999998,7,2019,0.013276918587685982,Slight or No change,138.6407142857143,173.4046256057912,103.87680296563738
138.9,138.85,139.13,138.01,18.94M,18940000.0,7,2019,0.0,Slight or No change,138.70071428571433,173.46462560579124,103.93680296563741
138.4,138.2,139.22,137.87,22.33M,22330000.0,7,2019,-0.003599712023038104,Slight or No change,138.85285714285718,173.6167684629341,104.08894582278026
137.85,137.13,138.58,137.02,24.20M,24200000.0,7,2019,-0.003973988439306408,Slight or No change,138.67428571428576,173.43819703436267,103.91037439420884
136.46,136.0,136.97,135.8,19.95M,19950000.0,7,2019,-0.01008342401160667,Slight or No change,138.34785714285718,173.1117684629341,103.58394582278027
136.96,136.4,137.1,135.37,16.78M,16780000.0,7,2019,0.003664077385314268,Slight or No change,138.03500000000003,172.79891132007694,103.27108867992311
137.06,135.94,137.33,135.72,18.14M,18140000.0,7,2019,0.0007301401869157509,Slight or No change,137.81142857142862,172.57533989150554,103.0475172513517
137.46,136.8,137.74,136.29,13.63M,13630000.0,7,2019,0.002918429884722018,Slight or No change,137.57857142857148,172.3424827486484,102.81466010849456
136.58,136.12,136.59,135.34,15.24M,15240000.0,7,2019,-0.00640186235995921,Slight or No change,137.38500000000005,172.14891132007696,102.62108867992313
135.68,136.63,136.7,134.97,22.65M,22650000.0,7,2019,-0.006589544589251761,Slight or No change,137.18857142857146,171.95248274864838,102.42466010849455
133.96,134.57,134.6,133.16,30.04M,30040000.0,6,2019,-0.012676886792452824,Slight or No change,136.99857142857147,171.76248274864838,102.23466010849455
134.15,134.14,134.71,133.51,16.56M,16559999.999999998,6,2019,0.0014183338309943228,Slight or No change,136.8364285714286,171.6003398915055,102.07251725135168
133.93,134.35,135.74,133.6,23.66M,23660000.0,6,2019,-0.0016399552739471135,Slight or No change,136.66928571428573,171.43319703436265,101.90537439420882
133.43,137.25,137.59,132.73,33.33M,33330000.0,6,2019,-0.0037332935115358397,Slight or No change,136.40857142857146,171.17248274864838,101.64466010849455
137.78,137.0,138.4,137.0,20.63M,20630000.0,6,2019,0.032601364011091816,Slight or No change,136.32857142857145,171.09248274864837,101.56466010849454
136.97,136.58,137.73,136.46,36.73M,36730000.0,6,2019,-0.005878937436492926,Slight or No change,136.1907142857143,170.95462560579122,101.42680296563739
136.95,137.45,137.66,135.72,33.04M,33040000.0,6,2019,-0.0001460173760677863,Slight or No change,136.08714285714288,170.8510541772198,101.32323153706596
135.69,135.0,135.93,133.81,23.74M,23740000.0,6,2019,-0.00920043811610072,Slight or No change,135.93285714285716,170.69676846293407,101.16894582278024
135.16,134.19,135.24,133.57,25.93M,25930000.0,6,2019,-0.0039059621195371994,Slight or No change,135.84000000000003,170.60391132007695,101.07608867992312
132.85,132.63,133.73,132.53,14.52M,14520000.0,6,2019,-0.01709085528262799,Slight or No change,135.5464285714286,170.31033989150552,100.78251725135169
132.45,132.26,133.79,131.64,17.82M,17820000.0,6,2019,-0.0030109145652992275,Slight or No change,135.21714285714287,169.9810541772198,100.45323153706596
132.32,131.98,132.67,131.56,17.20M,17200000.0,6,2019,-0.0009815024537560557,Slight or No change,134.85000000000002,169.61391132007694,100.08608867992311
131.49,131.4,131.97,130.71,17.09M,17090000.0,6,2019,-0.0062726723095525285,Slight or No change,134.4864285714286,169.25033989150552,99.72251725135169
132.1,133.88,134.24,131.28,23.91M,23910000.0,6,2019,0.0046391360559736574,Slight or No change,134.2307142857143,168.9946256057912,99.46680296563738
132.6,132.4,134.08,132.0,26.48M,26480000.0,6,2019,0.0037850113550341735,Slight or No change,134.13357142857143,168.89748274864834,99.36966010849451
131.4,129.19,132.25,128.26,33.89M,33890000.0,6,2019,-0.009049773755656076,Slight or No change,133.93714285714287,168.7010541772198,99.17323153706596
127.82,126.44,127.97,125.6,21.46M,21460000.0,6,2019,-0.02724505327245064,Slight or No change,133.50071428571428,168.2646256057912,98.73680296563737
125.83,124.95,125.87,124.21,24.93M,24930000.0,6,2019,-0.015568768580816685,Slight or No change,132.95785714285714,167.72176846293405,98.19394582278022
123.16,121.28,123.28,120.65,29.38M,29380000.0,6,2019,-0.021219105141858097,Slight or No change,131.91357142857143,166.67748274864834,97.14966010849452
119.84,123.85,124.37,119.01,37.98M,37980000.0,6,2019,-0.02695680415719381,Slight or No change,130.69,165.4539113200769,95.92608867992308
123.68,124.23,124.61,123.32,26.65M,26650000.0,5,2019,0.03204272363150862,Slight or No change,129.74214285714285,164.50605417721977,94.97823153706594
125.73,125.26,125.76,124.78,16.83M,16830000.0,5,2019,0.016575032341526574,Slight or No change,129.03071428571428,163.7946256057912,94.26680296563737
124.94,125.38,125.39,124.04,22.76M,22760000.0,5,2019,-0.006283305495903946,Slight or No change,128.30071428571426,163.06462560579118,93.53680296563735
126.16,126.98,128.0,126.05,23.13M,23130000.0,5,2019,0.009764687049783838,Slight or No change,127.82285714285715,162.58676846293406,93.05894582278023
126.24,126.91,127.42,125.97,14.12M,14120000.0,5,2019,0.0006341154090043767,Slight or No change,127.37928571428571,162.14319703436263,92.6153743942088
126.18,126.2,126.29,124.74,23.60M,23600000.0,5,2019,-0.000475285171102513,Slight or No change,126.9407142857143,161.7046256057912,92.17680296563738
127.67,126.62,128.24,126.52,15.40M,15400000.0,5,2019,0.011808527500396291,Slight or No change,126.66785714285716,161.4317684629341,91.90394582278024
126.9,127.43,127.53,126.58,15.29M,15290000.0,5,2019,-0.006031174120780136,Slight or No change,126.29642857142859,161.06033989150552,91.53251725135168
126.22,126.52,127.59,125.76,23.71M,23710000.0,5,2019,-0.005358550039401111,Slight or No change,125.84071428571431,160.60462560579123,91.0768029656374
128.07,128.31,130.46,127.92,25.77M,25770000.0,5,2019,0.01465694818570751,Slight or No change,125.60285714285716,160.3667684629341,90.83894582278025
128.93,126.75,129.38,126.46,30.11M,30110000.0,5,2019,0.006715077691887394,Slight or No change,125.68214285714289,160.44605417721982,90.91823153706598
126.02,124.26,126.71,123.7,24.72M,24720000.0,5,2019,-0.02257038703172276,Slight or No change,125.69571428571432,160.45962560579125,90.9318029656374
124.73,123.87,125.88,123.7,25.27M,25270000.0,5,2019,-0.010236470401523534,Slight or No change,125.80785714285717,160.57176846293407,91.04394582278026
123.35,124.11,125.55,123.04,33.94M,33940000.0,5,2019,-0.011063898019722629,Slight or No change,126.05857142857145,160.82248274864838,91.29466010849454
127.13,124.91,127.93,123.82,30.92M,30920000.0,5,2019,0.030644507498986732,Slight or No change,126.30500000000002,161.06891132007695,91.5410886799231
125.5,124.29,125.79,123.57,27.24M,27240000.0,5,2019,-0.012821521277432524,Slight or No change,126.28857142857144,161.05248274864834,91.52466010849453
125.51,125.44,126.37,124.75,28.42M,28420000.0,5,2019,7.968127490043386e-05,Slight or No change,126.32928571428572,161.09319703436262,91.5653743942088
125.52,126.46,127.18,124.22,36.02M,36020000.0,5,2019,7.967492630056583e-05,Slight or No change,126.28357142857143,161.04748274864835,91.51966010849452
128.15,126.39,128.56,126.11,24.24M,24240000.0,5,2019,0.020952836201402203,Slight or No change,126.42,161.1839113200769,91.65608867992309
128.9,127.36,129.43,127.25,24.91M,24910000.0,5,2019,0.005852516582130375,Slight or No change,126.61428571428573,161.37819703436264,91.85037439420881
126.21,127.98,128.0,125.52,27.35M,27350000.0,5,2019,-0.02086889061287833,Slight or No change,126.51,161.27391132007693,91.74608867992309
127.88,130.53,130.65,127.7,26.82M,26820000.0,5,2019,0.013231915062198008,Slight or No change,126.58,161.34391132007693,91.81608867992308
130.6,129.81,130.7,129.39,24.17M,24170000.0,4,2019,0.02126994056928377,Slight or No change,126.89285714285712,161.65676846293405,92.12894582278021
129.77,129.9,130.18,129.35,16.32M,16320000.0,4,2019,-0.006355283307809989,Slight or No change,127.0142857142857,161.77819703436262,92.25037439420879
129.89,129.7,130.52,129.02,23.65M,23650000.0,4,2019,0.0009247129536871236,Slight or No change,127.08285714285712,161.84676846293405,92.31894582278021
129.15,130.06,131.37,128.83,38.03M,38030000.0,4,2019,-0.005697128339363977,Slight or No change,127.30642857142855,162.07033989150545,92.54251725135164
125.01,125.79,125.85,124.52,31.26M,31260000.0,4,2019,-0.032055749128919835,Slight or No change,127.32642857142855,162.09033989150547,92.56251725135164
125.44,124.1,125.58,123.83,24.03M,24030000.0,4,2019,0.0034397248220141567,Slight or No change,127.47571428571428,162.2396256057912,92.71180296563736
123.76,122.62,124.0,122.57,15.65M,15650000.0,4,2019,-0.013392857142857095,Slight or No change,127.235,161.9989113200769,92.47108867992308
123.37,122.19,123.52,121.3,27.99M,27990000.0,4,2019,-0.003151260504201669,Slight or No change,127.08285714285714,161.84676846293405,92.31894582278022
121.77,121.24,121.85,120.54,19.30M,19300000.0,4,2019,-0.0129691172894546,Slight or No change,126.81571428571428,161.5796256057912,92.05180296563736
120.77,121.64,121.65,120.1,14.07M,14070000.0,4,2019,-0.008212203334154511,Slight or No change,126.47642857142856,161.24033989150547,91.71251725135164
121.05,120.94,121.58,120.57,15.79M,15790000.0,4,2019,0.002318456570340244,Slight or No change,125.96928571428569,160.7331970343626,91.20537439420877
120.95,120.64,120.98,120.37,19.75M,19750000.0,4,2019,-0.0008261049153241995,Slight or No change,125.40142857142855,160.16533989150548,90.63751725135164
120.33,120.54,120.85,119.92,14.21M,14210000.0,4,2019,-0.00512608515915669,Slight or No change,124.98142857142854,159.74533989150547,90.21751725135162
120.19,119.76,120.35,119.54,16.48M,16480000.0,4,2019,-0.0011634671320535086,Slight or No change,124.43214285714284,159.19605417721976,89.66823153706592
119.28,118.63,119.54,118.58,17.61M,17610000.0,4,2019,-0.007571345369831063,Slight or No change,123.62357142857141,158.38748274864832,88.8596601084945
119.93,119.81,120.02,118.64,15.12M,15120000.0,4,2019,0.0054493628437291,Slight or No change,122.92071428571428,157.6846256057912,88.15680296563737
119.89,119.39,120.23,119.37,15.83M,15830000.0,4,2019,-0.00033352789126994686,Slight or No change,122.20642857142856,156.9703398915055,87.44251725135165
119.36,120.1,120.23,118.38,20.11M,20110000.0,4,2019,-0.0044207189924097,Slight or No change,121.50714285714284,156.27105417721975,86.74323153706592
119.97,119.86,120.43,119.15,22.86M,22860000.0,4,2019,0.005110589812332478,Slight or No change,121.14714285714284,155.91105417721974,86.38323153706592
119.19,119.06,119.48,118.52,18.14M,18140000.0,4,2019,-0.006501625406351574,Slight or No change,120.70071428571427,155.46462560579118,85.93680296563736
119.02,118.95,119.11,118.1,22.79M,22790000.0,4,2019,-0.0014262941521939745,Slight or No change,120.36214285714284,155.12605417721977,85.59823153706593
117.94,118.07,118.32,116.96,25.40M,25400000.0,3,2019,-0.009074105192404593,Slight or No change,119.9742857142857,154.7381970343626,85.21037439420878
116.93,117.44,117.58,116.13,18.33M,18330000.0,3,2019,-0.008563676445650259,Slight or No change,119.62857142857142,154.39248274864832,84.8646601084945
116.77,117.88,118.21,115.52,22.73M,22730000.0,3,2019,-0.0013683400324981942,Slight or No change,119.34285714285714,154.10676846293404,84.57894582278023
117.91,118.62,118.7,116.85,26.10M,26100000.0,3,2019,0.00976278153635346,Slight or No change,119.11857142857143,153.88248274864833,84.35466010849451
117.66,116.56,118.01,116.32,27.07M,27070000.0,3,2019,-0.002120261216181807,Slight or No change,118.88357142857144,153.64748274864837,84.11966010849453
117.05,119.5,119.59,117.04,33.62M,33620000.0,3,2019,-0.005184429712731586,Slight or No change,118.64928571428572,153.41319703436264,83.88537439420881
120.22,117.14,120.82,117.09,29.85M,29850000.0,3,2019,0.02708244340025634,Slight or No change,118.65142857142858,153.41533989150548,83.88751725135167
117.52,117.39,118.75,116.71,28.11M,28110000.0,3,2019,-0.022458825486607936,Slight or No change,118.5257142857143,153.28962560579123,83.76180296563739
117.65,118.09,118.44,116.99,37.59M,37590000.0,3,2019,0.0011061946902655162,Slight or No change,118.36285714285715,153.12676846293408,83.59894582278024
117.57,116.17,117.61,116.05,31.21M,31210000.0,3,2019,-0.000679983000425044,Slight or No change,118.19714285714285,152.96105417721975,83.43323153706594
115.91,115.34,117.25,114.59,54.63M,54630000.0,3,2019,-0.014119248107510418,Slight or No change,117.9507142857143,152.7146256057912,83.18680296563738
114.59,114.54,115.2,114.33,30.76M,30760000.0,3,2019,-0.01138814597532567,Slight or No change,117.56642857142857,152.3303398915055,82.80251725135166
114.5,114.13,115.0,113.78,35.51M,35510000.0,3,2019,-0.0007854088489397393,Slight or No change,117.23142857142857,151.99533989150547,82.46751725135165
113.62,112.82,113.99,112.65,26.13M,26130000.0,3,2019,-0.007685589519650594,Slight or No change,116.8457142857143,151.60962560579122,82.08180296563738
112.83,110.99,112.95,110.98,26.49M,26490000.0,3,2019,-0.006953001232177458,Slight or No change,116.48071428571428,151.2446256057912,81.71680296563737
110.51,109.16,110.71,108.8,22.82M,22820000.0,3,2019,-0.0205619072941593,Slight or No change,116.02214285714285,150.78605417721977,81.25823153706594
110.39,111.4,111.55,109.86,25.34M,25340000.0,3,2019,-0.0010858745814859017,Slight or No change,115.56642857142857,150.3303398915055,80.80251725135166
111.75,111.87,112.66,111.43,17.69M,17690000.0,3,2019,0.01231995651780049,Slight or No change,115.12642857142858,149.8903398915055,80.36251725135166
111.7,112.25,112.39,111.23,19.54M,19540000.0,3,2019,-0.00044742729306490586,Slight or No change,114.70071428571428,149.46462560579118,79.93680296563737
112.26,113.02,113.25,110.8,26.61M,26610000.0,3,2019,0.005013428827215671,Slight or No change,114.35857142857142,149.12248274864834,79.59466010849451
112.53,112.89,113.02,111.67,23.50M,23500000.0,3,2019,0.002405130946018241,Slight or No change,113.8092857142857,148.57319703436264,79.04537439420879
112.03,112.04,112.88,111.73,29.08M,29080000.0,2,2019,-0.004443259575224401,Slight or No change,113.41714285714285,148.18105417721978,78.65323153706593
112.17,111.69,112.36,110.88,21.49M,21490000.0,2,2019,0.00124966526823167,Slight or No change,113.02571428571427,147.78962560579117,78.26180296563736
112.36,111.26,113.24,111.17,21.54M,21540000.0,2,2019,0.0016938575376659324,Slight or No change,112.65357142857142,147.41748274864835,77.88966010849451
111.59,111.76,112.18,111.26,23.75M,23750000.0,2,2019,-0.006852972588109575,Slight or No change,112.34499999999998,147.1089113200769,77.58108867992307
110.97,110.05,111.2,109.82,27.76M,27760000.0,2,2019,-0.005556053409803807,Slight or No change,112.08642857142856,146.85033989150548,77.32251725135164
109.41,106.9,109.48,106.87,29.06M,29060000.0,2,2019,-0.014057853473911863,Slight or No change,111.72285714285714,146.48676846293404,76.95894582278022
107.15,107.86,107.94,106.29,21.61M,21610000.0,2,2019,-0.020656247143771008,Slight or No change,111.26071428571429,146.0246256057912,76.49680296563737
108.17,107.79,108.66,107.78,18.04M,18040000.0,2,2019,0.009519365375641577,Slight or No change,110.92785714285716,145.69176846293408,76.16394582278025
108.22,107.91,108.3,107.36,26.61M,26610000.0,2,2019,0.00046223537025058553,Slight or No change,110.76428571428573,145.52819703436265,76.00037439420882
106.9,106.31,107.29,105.66,21.78M,21780000.0,2,2019,-0.012197375716133774,Slight or No change,110.51500000000001,145.27891132007693,75.7510886799231
106.81,107.5,107.78,106.71,18.39M,18390000.0,2,2019,-0.0008419083255378768,Slight or No change,110.16214285714287,144.92605417721978,75.39823153706595
106.89,106.14,107.14,105.48,25.06M,25060000.0,2,2019,0.0007489935399307424,Slight or No change,109.81857142857145,144.58248274864837,75.05466010849453
105.25,106.2,106.58,104.97,18.91M,18910000.0,2,2019,-0.015342875853681324,Slight or No change,109.31785714285716,144.08176846293406,74.55394582278025
105.67,104.39,105.78,104.26,21.46M,21460000.0,2,2019,0.003990498812351585,Slight or No change,108.82785714285717,143.59176846293408,74.06394582278025
105.27,105.19,105.59,104.29,29.76M,29760000.0,2,2019,-0.0037853695467020563,Slight or No change,108.34500000000003,143.10891132007694,73.58108867992311
106.03,107.0,107.0,105.53,20.61M,20610000.0,2,2019,0.0072195307305025205,Slight or No change,107.90642857142859,142.6703398915055,73.14251725135168
107.22,106.06,107.27,105.96,27.33M,27330000.0,2,2019,0.011223238706026484,Slight or No change,107.53928571428574,142.30319703436265,72.77537439420882
105.74,102.87,105.8,102.77,31.32M,31320000.0,2,2019,-0.013803394889013276,Slight or No change,107.12142857142861,141.8853398915055,72.3575172513517
102.78,103.78,104.1,102.35,35.54M,35540000.0,2,2019,-0.027993190845469917,Slight or No change,106.5364285714286,141.30033989150553,71.77251725135169
104.43,103.8,105.22,103.18,55.64M,55640000.0,1,2019,0.016053706946876908,Slight or No change,106.18071428571432,140.94462560579123,71.4168029656374
106.38,104.62,106.38,104.33,49.47M,49470000.0,1,2019,0.018672795173800605,Slight or No change,106.1257142857143,140.8896256057912,71.36180296563738
102.94,104.88,104.97,102.17,31.49M,31490000.0,1,2019,-0.0323369054333521,Slight or No change,105.75214285714287,140.5160541772198,70.98823153706596
105.08,106.26,106.48,104.66,29.48M,29480000.0,1,2019,0.020788809014960163,Slight or No change,105.52785714285714,140.29176846293404,70.76394582278023
107.17,107.24,107.88,106.59,31.22M,31220000.0,1,2019,0.019889607917777045,Slight or No change,105.54714285714286,140.31105417721977,70.78323153706594
106.2,106.86,107.0,105.34,23.16M,23160000.0,1,2019,-0.0090510404030979,Slight or No change,105.50357142857145,140.26748274864838,70.73966010849453
106.71,106.12,107.04,105.34,25.87M,25870000.0,1,2019,0.004802259887005666,Slight or No change,105.49071428571429,140.2546256057912,70.72680296563738
105.68,106.75,107.1,104.86,32.37M,32370000.0,1,2019,-0.009652328741448613,Slight or No change,105.52142857142859,140.2853398915055,70.75751725135167
